DSSTox_RID	DSSTox_CID	DSSTox_Generic_SID	DSSTox_FileID	STRUCTURE_Formula	STRUCTURE_MolecularWeight	STRUCTURE_ChemicalType	STRUCTURE_TestedForm_DefinedOrganic	STRUCTURE_Shown	TestSubstance_ChemicalName	TestSubstance_CASRN	TestSubstance_Description	ChemicalNote	STRUCTURE_ChemicalName_IUPAC	STRUCTURE_SMILES	STRUCTURE_Parent_SMILES	STRUCTURE_InChI	STRUCTURE_InChIKey	StudyType	Endpoint	Species	ChemicalReplicateCount	ChemClass_MRDD_grouping	TherapeuticCategory	Dose_MRDD_mg	Dose_MRDD_mmol	LOGINV_MRDD_mmol	ActivityScore_FDAMDD	ActivityCategory_MRDD_mmol	ActivityCategory_MCASE_mg	Note_FDAMDD			
22660	152	20152	121_FDAMDD_v3b	C7H8O	108.1378	defined organic	parent	tested chemical	Benzyl alcohol	100-51-6	single chemical compound		phenylmethanol	OCC1=CC=CC=C1	OCC1=CC=CC=C1	"InChI=1/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2"	WVDDGKGOMKODPV-UHFFFAOYAH	Clinical Reports 	Maximum Recommended Daily Dose	human	1		none	5	0.046237301	1.335007526	26	Low-Moderate	Low	form of drug administered not known			
22661	2661	22661	122_FDAMDD_v3b	C17H22NO	256.36268	defined organic	parent	tested chemical	Bephenium	7181-73-9	single chemical compound	ammonium	"N,N-dimethyl-N-(phenylmethyl)-2-(phenyloxy)ethanaminium"	C[N+](C)(Cc1ccccc1)CCOc2ccccc2	C[N+](C)(Cc1ccccc1)CCOc2ccccc2	"InChI=1/C17H22NO/c1-18(2,15-16-9-5-3-6-10-16)13-14-19-17-11-7-4-8-12-17/h3-12H,13-15H2,1-2H3/q+1"	AVWWVJUMXRXPNF-UHFFFAOYAA	Clinical Reports 	Maximum Recommended Daily Dose	human	1 of 2	Bephenium	anthelmintic	41.7	0.162660181	0.788718748	20	Low	Low	form of drug administered not known			
22662	2662	22662	123_FDAMDD_v3b	C28H29NO4	443.53416	defined organic	complex hydroxynaphthoate (C11H7O3)	tested chemical	Bephenium hydroxynaphthoate	3818-50-6	single chemical compound	ammonium; parent [7181-73-9]	"N,N-dimethyl-N-(phenylmethyl)-2-(phenyloxy)ethanaminium 3-hydroxynaphthalene-2-carboxylate"	C[N+](C)(Cc1ccccc1)CCOc2ccccc2.[O-]C(=O)c1cc2ccccc2cc1O	C[N+](C)(Cc1ccccc1)CCOc2ccccc2	"InChI=1/C17H22NO.C11H8O3/c1-18(2,15-16-9-5-3-6-10-16)13-14-19-17-11-7-4-8-12-17;12-10-6-8-4-2-1-3-7(8)5-9(10)11(13)14/h3-12H,13-15H2,1-2H3;1-6,12H,(H,13,14)/q+1;/p-1/fC17H22NO.C11H7O3/qm;-1"	PMPQCPQAHTXCDK-LZCVAEDVCX	Clinical Reports 	Maximum Recommended Daily Dose	human	2 of 2	Bephenium	anthelmintic	41.7	0.094017561	1.026791019	23	Low	Low	form of drug administered not known			
22663	2663	22663	124_FDAMDD_v3b	C24H34N2O	366.53956	defined organic	parent	tested chemical	Bepridil	64706-54-3	single chemical compound		N-{3-[(2-methylpropyl)oxy]-2-pyrrolidin-1-ylpropyl}-N-(phenylmethyl)aniline	N(CC(N1CCCC1)COCC(C)C)(CC2=CC=CC=C2)C3C=CC=CC=3	N(CC(N1CCCC1)COCC(C)C)(CC2=CC=CC=C2)C3C=CC=CC=3	"InChI=1/C24H34N2O/c1-21(2)19-27-20-24(25-15-9-10-16-25)18-26(23-13-7-4-8-14-23)17-22-11-5-3-6-12-22/h3-8,11-14,21,24H,9-10,15-20H2,1-2H3"	UIEATEWHFDRYRU-UHFFFAOYAT	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antianginal	6.67	0.018197217	1.73999502	31	Moderate	Low	form of drug administered not known			
22664	253	20253	125_FDAMDD_v3b	C40H56	536.8726	defined organic	parent	tested chemical	beta-Carotene	7235-40-7	single chemical compound	C.I. 75130; stereochem	"beta,beta-carotene"	CC2(C)CCCC(\C)=C2\C=C\C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(/C)CCCC1(C)C	CC2(C)CCCC(\C)=C2\C=C\C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(/C)CCCC1(C)C	"InChI=1/C40H56/c1-31(19-13-21-33(3)25-27-37-35(5)23-15-29-39(37,7)8)17-11-12-18-32(2)20-14-22-34(4)26-28-38-36(6)24-16-30-40(38,9)10/h11-14,17-22,25-28H,15-16,23-24,29-30H2,1-10H3/b12-11+,19-13+,20-14+,27-25+,28-26+,31-17+,32-18+,33-21+,34-22+"	OENHQHLEOONYIE-JLTXGRSLBT	Clinical Reports 	Maximum Recommended Daily Dose	human	1		vitamin A precursor; UV screen	0.05	9.3132E-05	4.030901235	56	High	High	form of drug administered not known			
22665	2665	22665	126_FDAMDD_v3b	C8H12N2	136.19428	defined organic	parent	tested chemical	Betahistine	5638-76-6	single chemical compound		N-methyl-2-pyridin-2-ylethanamine	C1=CC=CC(CCNC)=N1	C1=CC=CC(CCNC)=N1	"InChI=1/C8H12N2/c1-9-7-5-8-4-2-3-6-10-8/h2-4,6,9H,5,7H2,1H3"	UUQMNUMQCIQDMZ-UHFFFAOYAQ	Clinical Reports 	Maximum Recommended Daily Dose	human	1		vasodilator	0.8	0.005873962	2.231068881	36	Moderate	High	form of drug administered not known			
22666	2666	22666	127_FDAMDD_v3b	C5H11NO2	117.14634	defined organic	parent	tested chemical	Betaine	107-43-7	single chemical compound	ammonium; zwitterion; alternate CASRN [590-30-7]	(trimethylammonio)acetate	[O-]C(=O)C[N+](C)(C)C	[O-]C(=O)C[N+](C)(C)C	"InChI=1/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3"	KWIUHFFTVRNATP-UHFFFAOYAI	Clinical Reports 	Maximum Recommended Daily Dose	human	1		hepatoprotectant	8.33	0.071107642	1.148083723	24	Low	Low	form of drug administered not known			
22667	2667	22667	128_FDAMDD_v3b	C22H29FO5	392.4610632	defined organic	parent	tested chemical	Betamethasone	378-44-9	single chemical compound	stereochem; tautomers	"(11beta,16beta)-9-fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione"	F[C@]1([C@](C)2C=C3)[C@@H](O)C[C@@]([C@]([C@@](CO)=O)(O)[C@@H]4C)(C)[C@](C4)([H])[C@@]([H])1CCC2=CC3=O	F[C@]1([C@](C)2C=C3)[C@@H](O)C[C@@]([C@]([C@@](CO)=O)(O)[C@@H]4C)(C)[C@](C4)([H])[C@@]([H])1CCC2=CC3=O	"InChI=1/C22H29FO5/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,23)17(26)10-20(16,3)22(12,28)18(27)11-24/h6-7,9,12,15-17,24,26,28H,4-5,8,10-11H2,1-3H3/t12-,15+,16+,17+,19+,20+,21+,22+/m1/s1"	UREBDLICKHMUKA-CXSFZGCWBM	Clinical Reports 	Maximum Recommended Daily Dose	human	1 of 7	Betamethasone	glucocorticoid	0.15	0.000382204	3.417705317	49	High-Moderate	High	form of drug administered not known; structure modified v3b			
22668	2668	22668	129_FDAMDD_v3b	C24H31FO6	434.4977432	defined organic	parent	tested chemical	Betamethasone acetate	987-24-6	single chemical compound	stereochem; tautomers	"(11beta,16beta)-9-fluoro-11,17-dihydroxy-16-methyl-3,20-dioxopregna-1,4-dien-21-yl acetate"	F[C@]1([C@](C)2C=C3)[C@@H](O)C[C@@]([C@]([C@@](CO)=O)(O)[C@@H]4C)(C)[C@](C4)([H])[C@@]([H])1CCC2=CC3=O	F[C@]1([C@](C)2C=C3)[C@@H](O)C[C@@]([C@]([C@@](CO)=O)(O)[C@@H]4C)(C)[C@](C4)([H])[C@@]([H])1CCC2=CC3=O	"InChI=1/C24H31FO6/c1-13-9-18-17-6-5-15-10-16(27)7-8-21(15,3)23(17,25)19(28)11-22(18,4)24(13,30)20(29)12-31-14(2)26/h7-8,10,13,17-19,28,30H,5-6,9,11-12H2,1-4H3/t13-,17+,18+,19+,21+,22+,23+,24+/m1/s1"	AKUJBENLRBOFTD-RPRRAYFGBQ	Clinical Reports 	Maximum Recommended Daily Dose	human	2 of 7	Betamethasone	glucocorticoid	0.15	0.000345226	3.461896266	50	High	High	form of drug administered not known; structure modified v3b			
22669	2669	22669	130_FDAMDD_v3b	C28H37FO7	504.5875832	defined organic	parent	tested chemical	Betamethasone acibutate	5534-05-4	single chemical compound	stereochem; tautomers	"(11beta,16beta)-21-(acetyloxy)-9-fluoro-11-hydroxy-16-methyl-3,20-dioxopregna-1,4-dien-17-yl 2-methylpropanoate"	CC(C)C(=O)O[C@]4(C(=O)COC(C)=O)[C@@H](C)C[C@@H]1[C@]4(C)C[C@H](O)[C@]2(F)[C@@]3(C)/C=C\C(=O)/C=C3/CC[C@@H]12	CC(C)C(=O)O[C@]4(C(=O)COC(C)=O)[C@@H](C)C[C@@H]1[C@]4(C)C[C@H](O)[C@]2(F)[C@@]3(C)/C=C\C(=O)/C=C3/CC[C@@H]12	"InChI=1/C28H37FO7/c1-15(2)24(34)36-28(23(33)14-35-17(4)30)16(3)11-21-20-8-7-18-12-19(31)9-10-25(18,5)27(20,29)22(32)13-26(21,28)6/h9-10,12,15-16,20-22,32H,7-8,11,13-14H2,1-6H3/t16-,20-,21-,22-,25-,26-,27-,28-/m0/s1"	KGNVBESWWSSQAN-QEVRMTOFBC	Clinical Reports 	Maximum Recommended Daily Dose	human	3 of 7	Betamethasone	glucocorticoid	0.15	0.000297272	3.5268453	51	High	High	form of drug administered not known			
22670	2670	22670	131_FDAMDD_v3b	C29H33FO6	496.5671232	defined organic	parent	tested chemical	Betamethasone benzoate	22298-29-9	single chemical compound	stereochem; tautomers	"(11beta,16beta)-9-fluoro-11,21-dihydroxy-16-methyl-3,20-dioxopregna-1,4-dien-17-yl benzoate"	F[C@]1([C@](C)2C=C3)[C@@H](O)C[C@@]([C@]([C@](CO)=O)(OC(C5=CC=CC=C5)=O)[C@H]4C)(C)[C@](C4)([H])[C@@]([H])1CCC2=CC3=O	F[C@]1([C@](C)2C=C3)[C@@H](O)C[C@@]([C@]([C@](CO)=O)(OC(C5=CC=CC=C5)=O)[C@H]4C)(C)[C@](C4)([H])[C@@]([H])1CCC2=CC3=O	"InChI=1/C29H33FO6/c1-17-13-22-21-10-9-19-14-20(32)11-12-26(19,2)28(21,30)23(33)15-27(22,3)29(17,24(34)16-31)36-25(35)18-7-5-4-6-8-18/h4-8,11-12,14,17,21-23,31,33H,9-10,13,15-16H2,1-3H3/t17-,21-,22-,23-,26-,27-,28-,29-/m0/s1"	SOQJPQZCPBDOMF-YCUXZELOBA	Clinical Reports 	Maximum Recommended Daily Dose	human	4 of 7	Betamethasone	glucocorticoid	0.15	0.000302074	3.519886703	51	High	High	form of drug administered not known; structure modified v3b			
22671	2671	22671	132_FDAMDD_v3b	C29H39FO7	518.6141632	defined organic	parent	tested chemical	Betamethasone butyrate propionate	5534-02-1	single chemical compound	stereochem; tautomers	"(11beta,16beta)-9-fluoro-11-hydroxy-16-methyl-3,20-dioxo-21-(propanoyloxy)pregna-1,4-dien-17-yl butanoate"	CCC(=O)OCC(=O)[C@@]4(OC(=O)CCC)[C@@H](C)C[C@@H]1[C@]4(C)C[C@H](O)[C@]2(F)[C@@]3(C)/C=C\C(=O)/C=C3/CC[C@@H]12	CCC(=O)OCC(=O)[C@@]4(OC(=O)CCC)[C@@H](C)C[C@@H]1[C@]4(C)C[C@H](O)[C@]2(F)[C@@]3(C)/C=C\C(=O)/C=C3/CC[C@@H]12	"InChI=1/C29H39FO7/c1-6-8-25(35)37-29(23(33)16-36-24(34)7-2)17(3)13-21-20-10-9-18-14-19(31)11-12-26(18,4)28(20,30)22(32)15-27(21,29)5/h11-12,14,17,20-22,32H,6-10,13,15-16H2,1-5H3/t17-,20-,21-,22-,26-,27-,28-,29-/m0/s1"	VXOWJCTXWVWLLC-REGDIAEZBP	Clinical Reports 	Maximum Recommended Daily Dose	human	5 of 7	Betamethasone	glucocorticoid	0.15	0.000289232	3.538753114	51	High	High	form of drug administered not known			
22672	2672	22672	133_FDAMDD_v3b	C28H37FO7	504.5875832	defined organic	parent	tested chemical	Betamethasone dipropionate	5593-20-4	single chemical compound	stereochem; tautomers	"(11beta,16beta)-9-fluoro-11-hydroxy-16-methyl-3,20-dioxopregna-1,4-diene-17,21-diyl dipropanoate"	F[C@]1([C@](C)2C=C3)[C@@H](O)C[C@@]([C@]([C@@](COC(CC)=O)=O)(OC(CC)=O)[C@H]4C)(C)[C@](C4)([H])[C@@]([H])1CCC2=CC3=O	F[C@]1([C@](C)2C=C3)[C@@H](O)C[C@@]([C@]([C@@](COC(CC)=O)=O)(OC(CC)=O)[C@H]4C)(C)[C@](C4)([H])[C@@]([H])1CCC2=CC3=O	"InChI=1/C28H37FO7/c1-6-23(33)35-15-22(32)28(36-24(34)7-2)16(3)12-20-19-9-8-17-13-18(30)10-11-25(17,4)27(19,29)21(31)14-26(20,28)5/h10-11,13,16,19-21,31H,6-9,12,14-15H2,1-5H3/t16-,19-,20-,21-,25-,26-,27-,28-/m0/s1"	CIWBQSYVNNPZIQ-XYWKZLDCBG	Clinical Reports 	Maximum Recommended Daily Dose	human	6 of 7	Betamethasone	glucocorticoid	0.15	0.000297272	3.5268453	51	High	High	form of drug administered not known; structure modified v3b			
22673	2673	22673	134_FDAMDD_v3b	C27H37FO6	476.5774832	defined organic	parent	tested chemical	Betamethasone valerate	2152-44-5	single chemical compound	stereochem; tautomers	"(11beta,16beta)-9-fluoro-11,21-dihydroxy-16-methyl-3,20-dioxopregna-1,4-dien-17-yl pentanoate"	F[C@]1([C@](C)2C=C3)[C@@H](O)C[C@@]([C@]([C@@](CO)=O)(OC(CCCC)=O)[C@H]4C)(C)[C@](C4)([H])[C@@]([H])1CCC2=CC3=O	F[C@]1([C@](C)2C=C3)[C@@H](O)C[C@@]([C@]([C@@](CO)=O)(OC(CCCC)=O)[C@H]4C)(C)[C@](C4)([H])[C@@]([H])1CCC2=CC3=O	"InChI=1/C27H37FO6/c1-5-6-7-23(33)34-27(22(32)15-29)16(2)12-20-19-9-8-17-13-18(30)10-11-24(17,3)26(19,28)21(31)14-25(20,27)4/h10-11,13,16,19-21,29,31H,5-9,12,14-15H2,1-4H3/t16-,19-,20-,21-,24-,25-,26-,27-/m0/s1"	SNHRLVCMMWUAJD-SUYDQAKGBY	Clinical Reports 	Maximum Recommended Daily Dose	human	7 of 7	Betamethasone	glucocorticoid	0.15	0.000314744	3.50204226	50	High	High	form of drug administered not known; structure modified v3b			
22674	2674	22674	135_FDAMDD_v3b	C18H29NO3	307.42776	defined organic	parent	tested chemical	Betaxolol	63659-18-7	single chemical compound		1-[(4-{2-[(cyclopropylmethyl)oxy]ethyl}phenyl)oxy]-3-[(1-methylethyl)amino]propan-2-ol	C2CC2COCCC1=CC=C(OCC(O)CNC(C)C)C=C1	C2CC2COCCC1=CC=C(OCC(O)CNC(C)C)C=C1	"InChI=1/C18H29NO3/c1-14(2)19-11-17(20)13-22-18-7-5-15(6-8-18)9-10-21-12-16-3-4-16/h5-8,14,16-17,19-20H,3-4,9-13H2,1-2H3"	NWIUTZDMDHAVTP-UHFFFAOYAU	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antihypertensive; antiglaucomic	0.667	0.002169615	2.663617247	41	Moderate	High	form of drug administered not known			
22675	2675	22675	136_FDAMDD_v3b	C5H9N3	111.14506	defined organic	parent	tested chemical	Betazole	105-20-4	single chemical compound		2-(1H-pyrazol-3-yl)ethanamine	C1(CCN)C=CNN=1	C1(CCN)C=CNN=1	"InChI=1/C5H9N3/c6-3-1-5-2-4-7-8-5/h2,4H,1,3,6H2,(H,7,8)/f/h7H"	JXDFEQONERDKSS-QDQILVOLCQ	Clinical Reports 	Maximum Recommended Daily Dose	human	1		diagnostic aid	0.5	0.004498625	2.34692016	37	Moderate	High	form of drug administered not known			
22676	2676	22676	137_FDAMDD_v3b	C7H17ClN2O2	196.67508	defined organic	salt Cl	tested chemical	Bethanechol	590-63-6	single chemical compound	ammonium; parent [674-38-4]	"2-[(aminocarbonyl)oxy]-N,N,N-trimethylpropan-1-aminium chloride"	NC(=O)OC(C)C[N+](C)(C)C.[Cl-]	NC(=O)OC(C)C[N+](C)(C)C	"InChI=1/C7H16N2O2.ClH/c1-6(11-7(8)10)5-9(2,3)4;/h6H,5H2,1-4H3,(H-,8,10);1H/fC7H17N2O2.Cl/h8H2;1h/q+1;-1"	XXRMYXBSBOVVBH-JKIPEYGXCW	Clinical Reports 	Maximum Recommended Daily Dose	human	1		cholinergic	3.33	0.016931479	1.771305102	31	Moderate	Moderate	form of drug administered not known			
22677	2677	22677	138_FDAMDD_v3b	C10H15N3	177.2462	defined organic	parent	tested chemical	Bethanidine	55-73-2	single chemical compound	tautomers	"1,2-dimethyl-3-(phenylmethyl)guanidine"	C1=CC=CC(CNC(NC)=NC)=C1	C1=CC=CC(CNC(NC)=NC)=C1	"InChI=1/C10H15N3/c1-11-10(12-2)13-8-9-6-4-3-5-7-9/h3-7H,8H2,1-2H3,(H2,11,12,13)/f/h11,13H/b12-10+"	NIVZHWNOUVJHKV-YPHFWIDBDY	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antihypertensive	3.33	0.018787427	1.7261327	30	Moderate	Moderate	form of drug administered not known			
22678	2678	22678	139_FDAMDD_v3b	C18H14F4N2O4S	430.3733728	defined organic	parent	tested chemical	Bicalutamide	90357-06-5	single chemical compound	stereochem	(2R)-N-[4-cyano-3-(trifluoromethyl)phenyl]-3-[(4-fluorophenyl)sulfonyl]-2-hydroxy-2-methylpropanamide	O=S(=O)(C[C@](C)(O)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F)c2ccc(F)cc2	O=S(=O)(C[C@](C)(O)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F)c2ccc(F)cc2	"InChI=1/C18H14F4N2O4S/c1-17(26,10-29(27,28)14-6-3-12(19)4-7-14)16(25)24-13-5-2-11(9-23)15(8-13)18(20,21)22/h2-8,26H,10H2,1H3,(H,24,25)/t17-/m0/s1/f/h24H"	LKJPYSCBVHEWIU-ARSKLOKFDL	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antiandrogen; antineoplastic	0.833	0.001935529	2.713200392	42	Moderate	High	form of drug administered not known			
22679	2679	22679	140_FDAMDD_v3b	C10H16N2O3S	244.31064	defined organic	parent	tested chemical	Biotin	58-85-5	single chemical compound	stereochem	"5-[(3aS,4S,6aR)-2-oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl]pentanoic acid"	O=C1N[C@@H]2[C@H](CCCCC(O)=O)SC[C@@H]2N1	O=C1N[C@@H]2[C@H](CCCCC(O)=O)SC[C@@H]2N1	"InChI=1/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1/f/h11-13H"	YBJHBAHKTGYVGT-JRUXAZBRDC	Clinical Reports 	Maximum Recommended Daily Dose	human	1		none	0.00333	1.36302E-05	4.865498148	66	High	High	form of drug administered not known			
22680	2680	22680	141_FDAMDD_v3b	C21H29NO	311.46106	defined organic	parent	tested chemical	Biperiden	514-65-8	single chemical compound		1-bicyclo[2.2.1]hept-2-en-1-yl-1-phenyl-3-piperidin-1-ylpropan-1-ol	C4=CC(C(O)(CCN1CCCCC1)C23CCC(C=C2)C3)=CC=C4	C4=CC(C(O)(CCN1CCCCC1)C23CCC(C=C2)C3)=CC=C4	"InChI=1/C21H29NO/c23-21(19-7-3-1-4-8-19,13-16-22-14-5-2-6-15-22)20-11-9-18(17-20)10-12-20/h1,3-4,7-9,11,18,23H,2,5-6,10,12-17H2"	DDKIYQCGJUBFIE-UHFFFAOYAM	Clinical Reports 	Maximum Recommended Daily Dose	human	1		anticholinergic; antiparkinsonian	0.2	0.000642135	3.192373762	47	High-Moderate	High	form of drug administered not known			
22681	2681	22681	142_FDAMDD_v3b	C22H19NO4	361.3906	defined organic	parent	tested chemical	Bisacodyl	603-50-9	single chemical compound		"(pyridin-2-ylmethylene)di-4,1-phenylene diacetate"	C3=CC(C(C1=CC=C(OC(C)=O)C=C1)C2=CC=C(OC(C)=O)C=C2)=NC=C3	C3=CC(C(C1=CC=C(OC(C)=O)C=C1)C2=CC=C(OC(C)=O)C=C2)=NC=C3	"InChI=1/C22H19NO4/c1-15(24)26-19-10-6-17(7-11-19)22(21-5-3-4-14-23-21)18-8-12-20(13-9-18)27-16(2)25/h3-14,22H,1-2H3"	KHOITXIGCFIULA-UHFFFAOYAS	Clinical Reports 	Maximum Recommended Daily Dose	human	1		cathartic	0.25	0.000691772	3.160036843	47	High-Moderate	High	form of drug administered not known			
22682	2682	22682	143_FDAMDD_v3b	C18H31NO4	325.44304	defined organic	parent	tested chemical	Bisoprolol	66722-44-9	single chemical compound		1-[(1-methylethyl)amino]-3-({4-[({2-[(1-methylethyl)oxy]ethyl}oxy)methyl]phenyl}oxy)propan-2-ol	C1=CC(COCCOC(C)C)=CC=C1OCC(O)CNC(C)C	C1=CC(COCCOC(C)C)=CC=C1OCC(O)CNC(C)C	"InChI=1/C18H31NO4/c1-14(2)19-11-17(20)13-23-18-7-5-16(6-8-18)12-21-9-10-22-15(3)4/h5-8,14-15,17,19-20H,9-13H2,1-4H3"	VHYCDWMUTMEGQY-UHFFFAOYAZ	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antihypertensive	0.333	0.001023221	2.990030755	45	High-Moderate	High	form of drug administered not known			
22683	2683	22683	144_FDAMDD_v3b	C28H31NO5	461.54944	defined organic	parent	tested chemical	Bitolterol	30392-40-6	single chemical compound		"4-{2-[(1,1-dimethylethyl)amino]-1-hydroxyethyl}benzene-1,2-diyl bis(4-methylbenzoate)"	C(=O)(OC2=C(OC(=O)C1=CC=C(C)C=C1)C=CC(C(O)CNC(C)(C)C)=C2)C3C=CC(C)=CC=3	C(=O)(OC2=C(OC(=O)C1=CC=C(C)C=C1)C=CC(C(O)CNC(C)(C)C)=C2)C3C=CC(C)=CC=3	"InChI=1/C28H31NO5/c1-18-6-10-20(11-7-18)26(31)33-24-15-14-22(23(30)17-29-28(3,4)5)16-25(24)34-27(32)21-12-8-19(2)9-13-21/h6-16,23,29-30H,17H2,1-5H3"	FZGVEKPRDOIXJY-UHFFFAOYAR	Clinical Reports 	Maximum Recommended Daily Dose	human	1		bronchodilator	0.037	8.01648E-05	4.096016504	57	High	High	form of drug administered not known			
22684	2684	22684	145_FDAMDD_v3b	C23H28N2O3	380.48002	defined organic	parent	tested chemical	Bopindolol	62658-63-3	single chemical compound		"2-[(1,1-dimethylethyl)amino]-1-{[(2-methyl-1H-indol-4-yl)oxy]methyl}ethyl benzoate"	C2=CC(OCC(CNC(C)(C)C)OC(=O)C1=CC=CC=C1)=C3C(=C2)NC(C)=C3	C2=CC(OCC(CNC(C)(C)C)OC(=O)C1=CC=CC=C1)=C3C(=C2)NC(C)=C3	"InChI=1/C23H28N2O3/c1-16-13-19-20(25-16)11-8-12-21(19)27-15-18(14-24-23(2,3)4)28-22(26)17-9-6-5-7-10-17/h5-13,18,24-25H,14-15H2,1-4H3"	UUOJIACWOAYWEZ-UHFFFAOYAT	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antihypertensive	0.0167	4.38919E-05	4.357615385	60	High	High	form of drug administered not known			
22685	2685	22685	146_FDAMDD_v3b	C18H24BrNO3S	414.35706	defined organic	complex tosylate (C7H7O3S)	tested chemical	Bretylium tosylate	61-75-6	single chemical compound	ammonium; parent [59-41-6]	"N-[(2-bromophenyl)methyl]-N,N-dimethylethanaminium 4-methylbenzenesulfonate"	Brc1ccccc1C[N+](C)(C)CC.[O-]S(=O)(=O)c1ccc(C)cc1	Brc1ccccc1C[N+](C)(C)CC	"InChI=1/C11H17BrN.C7H8O3S/c1-4-13(2,3)9-10-7-5-6-8-11(10)12;1-6-2-4-7(5-3-6)11(8,9)10/h5-8H,4,9H2,1-3H3;2-5H,1H3,(H,8,9,10)/q+1;/p-1/fC11H17BrN.C7H7O3S/qm;-1"	KVWNWTZZBKCOPM-RZSCDUAOCL	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antiadrenergic; cardiac depressant	5	0.012066887	1.918404739	33	Moderate	Low	form of drug administered not known			
22686	2686	22686	147_FDAMDD_v3b	C14H20Br2N2	376.13	defined organic	parent	tested chemical	Bromhexine	3572-43-8	single chemical compound		"2,4-dibromo-6-{[cyclohexyl(methyl)amino]methyl}aniline"	C2(Br)=CC(Br)=C(N)C(CN(C)C1CCCCC1)=C2	C2(Br)=CC(Br)=C(N)C(CN(C)C1CCCCC1)=C2	"InChI=1/C14H20Br2N2/c1-18(12-5-3-2-4-6-12)9-10-7-11(15)8-13(16)14(10)17/h7-8,12H,2-6,9,17H2,1H3"	OJGDCBLYJGHCIH-UHFFFAOYAY	Clinical Reports 	Maximum Recommended Daily Dose	human	1		expectorant; mucolytic	0.8	0.002126924	2.672247987	41	Moderate	High	form of drug administered not known			
22687	2687	22687	148_FDAMDD_v3b	C32H40BrN5O5	654.5945	defined organic	parent	tested chemical	Bromocriptine	25614-03-3	single chemical compound	stereochem	"(5'alpha)-2-bromo-12'-hydroxy-2'-(1-methylethyl)-5'-(2-methylpropyl)-3',6',18-trioxoergotaman"	BrC=7Nc1cccc\6c1C=7C[C@@H]2C/6=C/[C@H](CN2C)C(=O)N[C@@]3(O[C@]5(O)N(C3=O)[C@@H](CC(C)C)C(=O)N4CCC[C@H]45)C(C)C	BrC=7Nc1cccc\6c1C=7C[C@@H]2C/6=C/[C@H](CN2C)C(=O)N[C@@]3(O[C@]5(O)N(C3=O)[C@@H](CC(C)C)C(=O)N4CCC[C@H]45)C(C)C	"InChI=1/C32H40BrN5O5/c1-16(2)12-24-29(40)37-11-7-10-25(37)32(42)38(24)30(41)31(43-32,17(3)4)35-28(39)18-13-20-19-8-6-9-22-26(19)21(27(33)34-22)14-23(20)36(5)15-18/h6,8-9,13,16-18,23-25,34,42H,7,10-12,14-15H2,1-5H3,(H,35,39)/t18-,23-,24+,25+,31-,32+/m1/s1/f/h35H"	OZVBMTJYIDMWIL-SRXMRUCYDK	Clinical Reports 	Maximum Recommended Daily Dose	human	1		enzyme inhibitor; antiparkinsonian	1.67	0.002551198	2.593255881	40	Moderate	High	form of drug administered not known			
22688	2688	22688	149_FDAMDD_v3b	C17H20BrNO	334.2508	defined organic	parent	tested chemical	Bromodiphenhydramine	118-23-0	single chemical compound		"2-{[(4-bromophenyl)(phenyl)methyl]oxy}-N,N-dimethylethanamine"	C2=CC(C(OCCN(C)C)C1=CC=C(Br)C=C1)=CC=C2	C2=CC(C(OCCN(C)C)C1=CC=C(Br)C=C1)=CC=C2	"InChI=1/C17H20BrNO/c1-19(2)12-13-20-17(14-6-4-3-5-7-14)15-8-10-16(18)11-9-15/h3-11,17H,12-13H2,1-2H3"	NUNIWXHYABYXKF-UHFFFAOYAG	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antihistaminic	2.5	0.007479414	2.126132447	35	Moderate	High-Moderate	form of drug administered not known			
22689	1374	21374	150_FDAMDD_v3b	CHBr3	252.7306	defined organic	parent	tested chemical	Bromoform	75-25-2	single chemical compound		bromoform	BrC(Br)Br	BrC(Br)Br	InChI=1/CHBr3/c2-1(3)4/h1H	DIKBFYAXUHHXCS-UHFFFAOYAM	Clinical Reports 	Maximum Recommended Daily Dose	human	1		sedative; hypnotic; antitussive	25	0.098919561	1.00471782	22	Low	Low	form of drug administered not known			
